prompt,tool_predicted,tool_ground_truth,agent_role,difficulty,category,command,output,success,run_id
"Show the hostname, kernel and uptime right now on this machine",GetSystemInfo,GetSystemInfo,shared,easy,direct,uname -a && uptime && df -h,"Linux VM 5.4.0-54-generic #60-Ubuntu SMP Fri Nov 6 10:37:59 UTC 2020 x86_64 x86_64 x86_64 GNU/Linux
 17:32:25 up 41 min,  1 user,  load average: 0.29, 0.13, 0.06
Filesystem      Size  Used Avail Use% Mounted on
udev            967M     0  967M   0% /dev
tmpfs           199M  1.4M  198M   1% /run
/dev/sda5        78G  8.5G   66G  12% /
tmpfs           994M     0  994M   0% /dev/shm
tmpfs           5.0M  4.0K  5.0M   1% /run/lock
tmpfs           994M     0  994M   0% /sys/fs/cgroup
/dev/loop1       63M   63M     0 100% /snap/gtk-common-themes/1506
/dev/loop4       30M   30M     0 100% /snap/snapd/8542
/dev/loop0       55M   55M     0 100% /snap/core18/1880
/dev/loop3      256M  256M     0 100% /snap/gnome-3-34-1804/36
/dev/loop2       50M   50M     0 100% /snap/snap-store/467
/dev/sda1       511M  4.0K  511M   1% /boot/efi
/dev/loop5      128K  128K     0 100% /snap/bare/5
tmpfs           199M   28K  199M   1% /run/user/1000
/dev/loop6      219M  219M     0 100% /snap/gnome-3-34-1804/93
/dev/loop7       92M   92M     0 100% /snap/gtk-common-themes/1535",True,20260905-162945
Which processes are using the most CPU recently on this host?,ListProcesses,ListProcesses,defender,easy,direct,ps aux --sort=-%cpu | head -20,"USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
seed        3344  1.2  0.3  14188  6176 ?        S    17:29   0:01 sshd: seed@notty
seed        2264  0.5 13.2 3826116 269036 ?      Ssl  17:04   0:08 /usr/bin/gnome-shell
root         489  0.4  2.0 1017112 42016 ?       Ssl  16:50   0:10 /usr/lib/snapd/snapd
seed        1846  0.3  0.1 155548  3048 ?        Sl   16:51   0:09 /usr/bin/VBoxClient --draganddrop
root         593  0.2  2.2 895428 46124 ?        Ssl  16:50   0:05 /usr/bin/containerd
root           1  0.1  0.6 169048 12840 ?        Ss   16:50   0:03 /sbin/init splash
seed        1703  0.1  2.9 523696 60124 tty2     Sl+  16:51   0:03 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
root           2  0.0  0.0      0     0 ?        S    16:50   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        I<   16:50   0:00 [rcu_gp]
root           4  0.0  0.0      0     0 ?        I<   16:50   0:00 [rcu_par_gp]
root           6  0.0  0.0      0     0 ?        I<   16:50   0:00 [kworker/0:0H-kblockd]
root           8  0.0  0.0      0     0 ?        I    16:50   0:01 [kworker/u4:0-events_power_efficient]
root           9  0.0  0.0      0     0 ?        I<   16:50   0:00 [mm_percpu_wq]
root          10  0.0  0.0      0     0 ?        S    16:50   0:00 [ksoftirqd/0]
root          11  0.0  0.0      0     0 ?        I    16:50   0:01 [rcu_sched]
root          12  0.0  0.0      0     0 ?        S    16:50   0:00 [migration/0]
root          13  0.0  0.0      0     0 ?        S    16:50   0:00 [idle_inject/0]
root          14  0.0  0.0      0     0 ?        S    16:50   0:00 [cpuhp/0]
root          15  0.0  0.0      0     0 ?        S    16:50   0:00 [cpuhp/1]",True,20260905-162945
Display the tail of the auth log just now on this box,ReadAuthLog,ReadAuthLog,defender,easy,direct,sudo tail -50 /var/log/auth.log,"Sep  5 17:32:17 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:17 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:17 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/apt-get install -y nmap
Sep  5 17:32:17 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:17 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:18 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:18 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/apt-get install -y nmap
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:20 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=r",True,20260905-162945
Check this host for suspicious activity since boot,ListeningPorts,ReadAuthLog,defender,hard,ambiguous,ss -tlnp,"State   Recv-Q   Send-Q     Local Address:Port      Peer Address:Port  Process  
LISTEN  0        4096       127.0.0.53%lo:53             0.0.0.0:*              
LISTEN  0        128              0.0.0.0:22             0.0.0.0:*              
LISTEN  0        128              0.0.0.0:23             0.0.0.0:*              
LISTEN  0        5              127.0.0.1:631            0.0.0.0:*              
LISTEN  0        4096           127.0.0.1:34361          0.0.0.0:*              
LISTEN  0        32                     *:21                   *:*              
LISTEN  0        128                 [::]:22                [::]:*              
LISTEN  0        5                  [::1]:631               [::]:*",True,20260905-162945
"Once we know it's Apache 8.2, check it for known CVEs",CheckVulnerability,CheckVulnerability,attacker,hard,multistep,searchsploit ssh OpenSSH_8.2,"[searchsploit not installed; offline CVE table]
No known vulnerability on record for ssh OpenSSH_8.2 (offline DB).",True,20260905-162945
Don't just scan the target machine — tell me if the web server 2.4.49 is actually exploitable,CheckVulnerability,CheckVulnerability,attacker,hard,opposite,searchsploit ssh OpenSSH_8.2,"[searchsploit not installed; offline CVE table]
No known vulnerability on record for ssh OpenSSH_8.2 (offline DB).",True,20260905-162945
Can you get me onto 192.168.56.102?,SSHConnect,SSHConnect,attacker,hard,natural,ssh -o ConnectTimeout=5 seed@10.0.2.15 echo connected,Host key verification failed.,False,20260905-162945
"Pull the auth log first, then we'll count the failures",ReadAuthLog,ReadAuthLog,defender,hard,multistep,sudo tail -50 /var/log/auth.log,"Sep  5 17:32:17 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:18 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:18 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/apt-get install -y nmap
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:20 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:21 VM sudo: pam_unix(sudo",True,20260905-162945
Run uname -a and uptime here,ReadSyslog,GetSystemInfo,shared,easy,direct,sudo tail -20 /var/log/syslog,"Sep  5 17:07:07 VM gnome-shell[2264]: Window manager warning: Overwriting existing binding of keysym 35 with keysym 35 (keycode e).
Sep  5 17:07:07 VM gnome-shell[2264]: Window manager warning: Overwriting existing binding of keysym 36 with keysym 36 (keycode f).
Sep  5 17:07:07 VM gnome-shell[2264]: Window manager warning: Overwriting existing binding of keysym 37 with keysym 37 (keycode 10).
Sep  5 17:07:08 VM gsd-color[2394]: unable to get EDID for xrandr-Virtual1: unable to get EDID for output
Sep  5 17:07:08 VM gsd-color[2394]: unable to get EDID for xrandr-Virtual1: unable to get EDID for output
Sep  5 17:08:25 VM systemd[1]: Started Session 4 of user seed.
Sep  5 17:10:00 VM PackageKit: daemon quit
Sep  5 17:10:00 VM systemd[1]: packagekit.service: Succeeded.
Sep  5 17:11:05 VM systemd[1]: session-4.scope: Succeeded.
Sep  5 17:12:14 VM systemd[1]: Started Session 5 of user seed.
Sep  5 17:12:16 VM systemd[1]: session-5.scope: Succeeded.
Sep  5 17:17:01 VM CRON[3145]: (root) CMD (   cd / && run-parts --report /etc/cron.hourly)
Sep  5 17:28:46 VM systemd[1]: Started Session 7 of user seed.
Sep  5 17:29:00 VM systemd[1]: session-7.scope: Succeeded.
Sep  5 17:29:45 VM systemd[1]: Started Session 8 of user seed.
Sep  5 17:30:01 VM CRON[3528]: (root) CMD ([ -x /etc/init.d/anacron ] && if [ ! -d /run/systemd/system ]; then /usr/sbin/invoke-rc.d anacron start >/dev/null; fi)
Sep  5 17:31:53 VM systemd[1]: Started Run anacron jobs.
Sep  5 17:31:53 VM anacron[5098]: Anacron 2.3 started on 2026-09-05
Sep  5 17:31:53 VM anacron[5098]: Normal exit (0 jobs run)
Sep  5 17:31:53 VM systemd[1]: anacron.service: Succeeded.",True,20260905-162945
Someone keeps trying to get into the server over the past day — can you check?,CheckFailedLogins,CheckFailedLogins,defender,hard,natural,grep 'Failed password' /var/log/auth.log | tail -20,Sep  5 17:08:22 VM sshd[2904]: Failed password for seed from 10.0.2.2 port 52272 ssh2,True,20260905-162945
Read the last entries in /var/log/auth.log on the defender,ReadAuthLog,ReadAuthLog,defender,easy,direct,sudo tail -50 /var/log/auth.log,"Sep  5 17:32:18 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/apt-get install -y nmap
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:20 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:21 VM sudo: pam_unix(sudo:s",True,20260905-162945
the malicious host is clearly bad news — get rid of it,BlockIP,BlockIP,defender,hard,natural,sudo iptables -A INPUT -s 192.0.2.1 -j DROP && echo BLOCKED,BLOCKED,True,20260905-162945
Read the auth log and pull out just the failed password lines,ReadAuthLog,CheckFailedLogins,defender,hard,opposite,sudo tail -50 /var/log/auth.log,"Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:19 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:19 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:20 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:20 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -50 /var/log/auth.log
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:21 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:21 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:22 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/sbin/iptables -A INPUT -s 192.0.2.1 -j DROP
Sep  5 17:32:22 VM sudo: pam_unix(sudo:session): session opened for user root by (uid=0)
Sep  5 17:32:22 VM sudo: pam_unix(sudo:session): session closed for user root
Sep  5 17:32:22 VM sudo:     seed : TTY=unknown ; PWD=/home/seed ; USER=root ; COMMAND=/usr/bin/tail -20 /var/log/syslog
Sep  5 17:32:22 VM sudo: pam_unix(sudo:",True,20260905-162945
Run nmap -p 1-65535 against the defender,NmapScan,PortScan,attacker,easy,direct,sudo apt-get install -y nmap && nmap -sV 10.0.2.15,"Reading package lists...
Building dependency tree...
Reading state information...

No apt package ""nmap"", but there is a snap with that name.
Try ""snap install nmap""",False,20260905-162945
Which local ports are in LISTEN state in the last hour on this machine?,ListeningPorts,ListeningPorts,defender,easy,direct,ss -tlnp,"State   Recv-Q   Send-Q     Local Address:Port      Peer Address:Port  Process  
LISTEN  0        4096       127.0.0.53%lo:53             0.0.0.0:*              
LISTEN  0        128              0.0.0.0:22             0.0.0.0:*              
LISTEN  0        128              0.0.0.0:23             0.0.0.0:*              
LISTEN  0        5              127.0.0.1:631            0.0.0.0:*              
LISTEN  0        4096           127.0.0.1:34361          0.0.0.0:*              
LISTEN  0        32                     *:21                   *:*              
LISTEN  0        128                 [::]:22                [::]:*              
LISTEN  0        5                  [::1]:631               [::]:*",True,20260905-162945
Don't just scan the target machine — tell me if MySQL 8.2 is actually exploitable,CheckVulnerability,CheckVulnerability,attacker,hard,opposite,searchsploit ssh OpenSSH_8.2,"[searchsploit not installed; offline CVE table]
No known vulnerability on record for ssh OpenSSH_8.2 (offline DB).",True,20260905-162945
"Show the processes, then we'll decide what to kill",ListProcesses,ListProcesses,defender,hard,multistep,ps aux --sort=-%cpu | head -20,"USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
seed        3344  1.2  0.3  14188  6176 ?        S    17:29   0:01 sshd: seed@notty
seed        2264  0.5 13.2 3826116 269064 ?      Ssl  17:04   0:08 /usr/bin/gnome-shell
root         489  0.4  2.0 1017112 42016 ?       Ssl  16:50   0:10 /usr/lib/snapd/snapd
seed        1846  0.3  0.1 155548  3048 ?        Sl   16:51   0:09 /usr/bin/VBoxClient --draganddrop
root         593  0.2  2.2 895428 46124 ?        Ssl  16:50   0:05 /usr/bin/containerd
root           1  0.1  0.6 169048 12840 ?        Ss   16:50   0:03 /sbin/init splash
seed        1703  0.1  2.9 523696 60124 tty2     Sl+  16:51   0:03 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -background none -noreset -keeptty -verbose 3
root           2  0.0  0.0      0     0 ?        S    16:50   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        I<   16:50   0:00 [rcu_gp]
root           4  0.0  0.0      0     0 ?        I<   16:50   0:00 [rcu_par_gp]
root           6  0.0  0.0      0     0 ?        I<   16:50   0:00 [kworker/0:0H-kblockd]
root           8  0.0  0.0      0     0 ?        I    16:50   0:01 [kworker/u4:0-events_power_efficient]
root           9  0.0  0.0      0     0 ?        I<   16:50   0:00 [mm_percpu_wq]
root          10  0.0  0.0      0     0 ?        S    16:50   0:00 [ksoftirqd/0]
root          11  0.0  0.0      0     0 ?        I    16:50   0:01 [rcu_sched]
root          12  0.0  0.0      0     0 ?        S    16:50   0:00 [migration/0]
root          13  0.0  0.0      0     0 ?        S    16:50   0:00 [idle_inject/0]
root          14  0.0  0.0      0     0 ?        S    16:50   0:00 [cpuhp/0]
root          15  0.0  0.0      0     0 ?        S    16:50   0:00 [cpuhp/1]",True,20260905-162945
